Scheme Name,Scheme Code
HDFC Dynamic Debt Fund - Half Yearly IDCW Option,101874
HDFC Dynamic Debt Fund - Yearly IDCW Option,101875
Kotak Money market Fund - (Monthly Payout of Income Distribution cum capital withdrawal option),101892
Kotak Money Market Fund - (Growth),101893
Tata Equity Savings Fund -Regular Plan-Growth Option,101906
Tata Dynamic Bond Fund- Regular Plan - Growth Option,101909
CANARA ROBECO FLEXICAP FUND - REGULAR PLAN - GROWTH OPTION,101922
CANARA ROBECO FLEXICAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),101923
SBI GILT FUND -  GROWTH - PF (Regular) Option,101932
SBI GILT FUND -  GROWTH - PF (Fixed Period - 3 Yrs) Option,101934
Tata Gilt Retirement Plan- 28/2/25 Growth Option,101945
SBI Gilt Fund - Income Distribution cum Capital Withdrawal Option (IDCW) - PF (Fixed Period - 1 Yr),101950
SBI Gilt Fund - Income Distribution cum Capital Withdrawal Option (IDCW) - PF (Fixed Period - 2 Yrs),101951
SBI Gilt Fund - Income Distribution cum Capital Withdrawal Option (IDCW) - PF (Fixed Period - 3 Yrs),101952
Aditya Birla Sun Life Money Manager Fund - RETAIL - WEEKLY IDCW,101970
Aditya Birla Sun Life Money Manager Fund - Retail Growth,101971
Aditya Birla Sun Life Money Manager Fund - Retail - Daily IDCW,101972
Aditya Birla Sun Life Money Manager Fund - Daily IDCW,101973
Aditya Birla Sun Life Money Manager Fund - WEEKLY IDCW,101974
Aditya Birla Sun Life Money Manager Fund - Growth,101976
HDFC ELSS Tax saver - Growth Plan,101979
HDFC ELSS Tax saver - IDCW Plan,101980
Tata Money Market Fund- Regular Plan - Daily Reinvestment of IDCW Option,101986
HDFC Medium Term Debt Fund - Growth Option,101989
HDFC Medium Term Debt Fund - Fornightly IDCW Option,101990
HDFC Money Market Fund - Growth Option,101993
HDFC Money Market Fund - Daily IDCW Option,101994
HDFC Money Market Fund - Weekly IDCW Option,101995
HDFC Overnight Fund - Growth Option,101996
HDFC Overnight Fund - IDCW Option (Daily),101997
HDFC Large Cap Fund - Growth Option - Regular Plan,102000
HDFC Large Cap Fund - IDCW Option - Regular Plan,102001
UTI-  Liquid Cash Plan- Discontinued -Regular Plan Periodic Dividend Option,102007
UTI-  Liquid Cash Plan- Discontinued - Regular Plan - Monthly Dividend Option,102008
UTI-  Liquid Cash Plan- Discontinued - Regular Plan -Growth,102009
UTI Liquid Fund - Regular Plan - Daily IDCW (Reinvestment),102010
UTI Liquid Fund - Regular Plan - Monthly IDCW,102011
UTI-  Liquid Cash Plan - Regular Plan - Growth Option,102012
UTI Liquid Fund - Regular Plan - Weekly IDCW,102013
Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,102020
Baroda BNP Paribas MULTI CAP FUND - Regular Plan - IDCW Option,102021
Tata Large Cap Fund- Regular Plan - Payout of IDCW Option,102036
Tata Gilt Retirement Plan (28/2/25) - Payout of IDCW Option,102046
SBI MEDIUM DURATION FUND - REGULAR PLAN - GROWTH,102053
SBI Medium Duration Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),102054
ICICI Prudential Gilt Fund Investment Plan PF Option - Growth,102060
Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 20S PLAN (G),102107
Franklin India Life Stage Fund of Funds - 20's Plan - IDCW,102108
Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 30S PLAN (G),102109
Franklin India Life Stage Fund of Funds - 30's Plan - IDCW,102110
Franklin India Life Stage Fund of Funds - 40's Plan - IDCW,102111
Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 40S PLAN (G),102112
Franklin India Life Stage Fund of Funds - 50's Plus Plan - IDCW,102113
Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 50+S PLAN (G),102114
Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option,102118
ICICI Prudential Multi Sector Passive FOF - Growth,102133
ICICI Prudential Multi Sector Passive FOF - IDCW,102134
ICICI Prudential Aggressive Hybrid Active FOF - Growth,102135
ICICI Prudential Aggressive Hybrid Active FOF - IDCW,102136
ICICI Prudential Dynamic Asset Allocation Active FOF - Growth,102137
ICICI Prudential Dynamic Asset Allocation Active FOF - IDCW,102138
ICICI Prudential Income Plus Arbitrage Omni FOF - Growth,102139
ICICI Prudential Income plus Arbitrage Omni FOF - IDCW,102140
ICICI Prudential Diversified Debt Strategy Active FOF - Growth,102141
Sundaram Consumption Fund(Formerly Known as Sundaram Rural and Consumption Fund Regular Plan - Growth),102142
ICICI Prudential Diversified Debt Strategy Active FOF - IDCW,102143
HDFC Hybrid Debt Fund - Growth Plan,102147
HDFC Hybrid Debt Fund - IDCW Monthly,102148
HDFC Hybrid Debt Fund - IDCW Quarterly,102149
Nippon India Conservative Hybrid  Fund-Growth Plan,102172
NIPPON INDIA CONSERVATIVE HYBRID  FUND - MONTHLY IDCW Option,102173
NIPPON INDIA CONSERVATIVE HYBRID  FUND - QUARTERLY IDCW Option,102174
SBI Dynamic Bond Fund - REGULAR PLAN - Growth,102205
SBI Dynamic Bond Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),102206
ICICI Prudential Gilt Fund Treasury Plan PF Option - Growth,102248
HSBC Flexi Cap Fund - Regular IDCW,102251
HSBC Flexi Cap Fund - Regular Growth,102252
HSBC Conservative Hybrid Fund - Regular Monthly IDCW,102260
HSBC Conservative Hybrid Fund - Regular Quarterly IDCW,102261
HSBC Conservative Hybrid Fund - Regular Growth,102262
UTI Children's Equity Fund - Regular Plan - IDCW,102266
UTI Children's Equity Fund - Regular Plan - Growth Option,102267
SBI NIFTY INDEX FUND - REGULAR PLAN - GROWTH,102272
SBI Nifty Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),102273
Tata Mid Cap Fund-Regular Plan - IDCW Option,102326
Tata Mid Cap Fund Regular Plan- Growth Option,102328
ICICI Prudential Regular Savings Fund - Plan - Growth,102330
ICICI Prudential Regular Savings Fund - Plan - Monthly IDCW,102331
UTI Mid Cap Fund - Regular Plan - IDCW,102393
UTI Mid Cap Fund-Growth Option,102394
UTI Infrastructure Fund-Growth Option,102395
UTI Infrastructure Fund - Regular Plan - IDCW,102396
UTI Transportation and Logistics Fund - Regular Plan - IDCW,102397
UTI-Transportation and Logistics  Fund-Growth Option,102398
UTI Banking and Financial Services Fund - Regular Plan - Growth Option,102401
UTI Banking and Financial Services Fund - Regular Plan - IDCW,102402
SBI CONTRA FUND - REGULAR PLAN -GROWTH,102414
Tata Value Fund Regular Plan - Payout of IDCW-Option B(10%),102428
Nippon India Pharma Fund-Growth Plan-Growth Option,102431
Nippon India Pharma Fund-Growth Plan-Bonus Option,102432
NIPPON INDIA PHARMA FUND - IDCW Option,102433
DSP India T.I.G.E.R. Fund - Regular Plan - Growth,102434
DSP India T.I.G.E.R. Fund - Regular Plan - IDCW,102435
Franklin India Liquid Fund - Institution-Growth,102441
Franklin India Liquid Fund - Institutional Plan - Weekly - IDCW,102442
Franklin India Liquid Fund - Institutional Plan - Daily - IDCW,102443
DSP Regular Savings Fund- Regular Plan - Growth,102448
DSP Regular Savings Fund - Regular Plan - IDCW - Monthly,102450
DSP Regular Savings Fund - Regular Plan - IDCW - Quarterly,102451
HDFC Low Duration  Fund - Growth,102452
HDFC Low Duration  Fund - Weekly IDCW,102453
SBI  SAVINGS FUND - REGULAR PLAN - GROWTH,102503
SBI Savings Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),102504
SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH,102505
SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),102506
UTI Gilt Fund - Regular Plan - IDCW,102509
UTI - GILT FUND - Regular Plan - Growth Option,102510
UTI - GILT FUND -Discontinued PF Plan -Dividend Option,102511
UTI - GILT FUND - Discontinued PF Plan - Growth Option,102512
UTI - GILT FUND - Discontinued PF Plan Prescribed Date Auto Redemption Option,102514
ICICI Prudential MidCap Fund - Growth,102528
ICICI Prudential MidCap Fund - IDCW,102529
UTI Ultra Short Duration Fund - Regular Plan - Weekly IDCW (Reinvestment),102531
UTI Ultra Short Duration Fund - Regular Plan - Growth Option,102532
UTI Conservative Hybrd Fund - Regular Plan - Monthly Payment Option,102533
UTI Conservative Hybrid Fund - Regular Plan - Flexi IDCW,102534
UTI Conservative Hybrid Fund - Regular Plan - Growth Option,102535
UTI Conservative Hybrid Fund - Regular Plan - Monthly IDCW,102536
UTI Low Duration Fund - Discontinued - Annaul Dividend Option,102538
UTI Low Duration Fund - Discontinued Bonus Option,102539
UTI Low Duration Fund - Discontinued Growth Option,102540
UTI Low Duration Fund - Discontinued - Quarterly Dividend Option,102541
UTI Low Duration Fund - Regular Plan - Growth Option,102544
UTI Low Duration Fund - Regular Plan - Bonus Option,102545
Franklin India Life Stage Fund Of Funds - 50's Plus Floating Rate Plan - IDCW,102546
Franklin India Life Stage Fund of Funds - The 50s Plus Flo (Gro),102547
Kotak Multi Asset Omni FOF - Payout of Income Distribution cum capital withdrawal option,102573
Kotak Multi Asset Omni FOF - Growth- Regular,102574
Kotak Savings Fund -Growth,102591
Kotak Savings Fund -Monthly Payout of Income Distribution cum capital withdrawal option,102592
ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Growth,102594
ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - IDCW,102595
Tata Liquid Fund -Regular Plan - Growth Option,102672
Nippon India Floater Fund - Growth Plan-Growth Option,102673
NIPPON INDIA FLOATER FUND - MONTHLY IDCW Option,102675
NIPPON INDIA FLOATER FUND - DAILY IDCW REINVESTMENT Option,102676
NIPPON INDIA FLOATER FUND - WEEKLY IDCW Option,102677
ICICI Prudential Medium Term Bond Fund - Growth,102741
ICICI Prudential Medium Term Bond Fund-Plan B-Growth,102743
Nippon India Consumption Fund-Growth Plan-Growth Option,102751
Nippon India Consumption Fund-Growth Plan-Bonus Option,102752
NIPPON INDIA CONSUMPTION FUND - IDCW Option,102753
SBI FOCUSED FUND - REGULAR PLAN -GROWTH,102756
HDFC Focused Fund - GROWTH PLAN,102760
HDFC Focused Fund - IDCW PLAN,102761
SBI Focused Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),102765
Aditya Birla Sun Life Dynamic Bond Fund -Regular - Quarterly IDCW,102766
Aditya Birla Sun Life Dynamic Bond Fund - Growth - Regular Plan,102767
SBI HEALTHCARE OPPORTUNITIES FUND - REGULAR PLAN -GROWTH,102823
Nippon India Balanced Advantage Fund-Growth Plan-Growth Option,102846
Nippon India Balanced Advantage Fund-Growth Plan-Bonus Option,102847
NIPPON INDIA BALANCED ADVANTAGE FUND - IDCW Option,102848
Nippon India Dynamic Bond Fund-Growth Plan-Growth Option,102849
NIPPON INDIA DYNAMIC BOND FUND - IDCW Option,102851
SBI Savings Fund - Regular Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW),102860
Kotak-Small Cap Fund - Payout of Income Distribution cum capital withdrawal option,102874
Kotak-Small Cap Fund - Growth,102875
Franklin India Large & Mid Cap Fund - Growth Plan,102883
Franklin India Large & Mid Cap Fund - IDCW,102884
SBI EQUITY HYBRID FUND - REGULAR PLAN -Growth,102885
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - GROWTH OPTION,102913
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),102914
CANARA ROBECO SAVINGS FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment),102915
CANARA ROBECO LARGE AND MID CAP FUND - REGULAR PLAN - GROWTH OPTION,102920
CANARA ROBECO LARGE AND MID CAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),102921
SBI MIDCAP FUND - REGULAR PLAN - GROWTH,102941
SBI Midcap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),102942
HDFC Hybrid Equity Fund - IDCW Plan,102947
HDFC Hybrid Equity Fund - Growth Plan,102948
SBI LARGE & MIDCAP FUND- REGULAR PLAN -Growth,103024
UTI Dividend Yield Fund - Regular Plan - IDCW,103025
UTI-Dividend Yield Fund.-Growth,103026
ICICI Prudential Blended Plan A - Growth,103027
ICICI Prudential Blended Plan A -  Dividend,103028
SBI MNC FUND - REGULAR PLAN -GROWTH,103034
Kotak Contra Fund - Regular Plan - IDCW - Payout & Re-investment of Income Distribution cum capital withdrawal option,103039
Kotak Contra Fund - Regular Plan - Growth,103040
Nippon India Money Market Fund-Growth Plan-Growth Option,103048
Nippon India Money Market Fund-Growth Plan-Bonus Option,103049
NIPPON INDIA MONEY MARKET FUND - DAILY IDCW Option,103050
NIPPON INDIA MONEY MARKET FUND - WEEKLY IDCW Option,103051
NIPPON INDIA MONEY MARKET FUND - MONTHLY IDCW Option,103052
ICICI Prudential Blended Plan B -  Growth Option - I,103061
ICICI Prudential Blended Plan B -  Dividend Option - I,103062
Nippon India Value Fund- Growth Plan,103085
NIPPON INDIA VALUE FUND - IDCW Option,103086
UTI Value Fund - Regular Plan - IDCW,103097
UTI Value Fund - Regular Plan - Growth Option,103098
Aditya Birla Sun Life Consumption Fund -Regular - IDCW,103110
Aditya Birla Sun Life Consumption Fund-Growth Option,103111
SBI MNC Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),103114
HDFC Multi-Asset Fund - IDCW Option,103130
HDFC Multi-Asset Fund - Growth Option,103131
SBI Overnight Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),103140
SBI COMMA Fund - REGULAR PLAN - Growth,103145
SBI Comma Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),103146
ICICI Prudential Infrastructure Fund - Growth,103149
ICICI Prudential Infrastructure Fund - IDCW,103150
Franklin India Opportunities Fund - Growth,103151
Aditya Birla Sun Life Equity Hybrid'95 Fund -Regular - IDCW,103154
Aditya Birla Sun Life Equity Hybrid'95 Fund - Regular Plan-Growth,103155
Tata Treasury Advantage Fund Regular Plan - Weekly Payout of IDCW Option,103158
Tata Treasury Advantage Fund - Regular Plan - Growth Option,103159
Tata Treasury Advantage Fund Regular Plan - Daily Reinvestment of IDCW Option,103160
Aditya Birla Sun Life ELSS Tax Saver Fund-Regular - IDCW,103164
Aditya Birla Sun Life Flexi Cap Fund -Regular - IDCW,103165
Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,103166
Aditya Birla Sun Life Digital India Fund -Regular - IDCW,103167
Aditya Birla Sun Life Digital India Fund - Growth - Regular Plan,103168
Aditya Birla Sun Life Large Cap Fund-Regular - IDCW,103173
Aditya Birla Sun Life Large Cap Fund-Growth,103174
Aditya Birla Sun Life Banking & PSU Debt Fund - Retail Plan-Growth,103176
Aditya Birla Sun Life Corporate Bond Fund - Growth - Regular Plan,103178
Aditya Birla Sun Life Corporate Bond Fund -REGULAR - MONTHLY IDCW,103183
Aditya Birla Sun Life Low Duration Fund -INSTITUTIONAL - DAILY IDCW,103191
Aditya Birla Sun Life Low Duration Fund - Growth Plan,103192
Aditya Birla Sun Life Low Duration Fund -REGULAR - WEEKLY IDCW,103193
Aditya Birla Sun Life Low Duration Fund -Institutional - weekly  IDCW,103194
Aditya Birla Sun Life Low Duration Fund - Institutional Plan - Growth,103195
Nippon India ELSS Tax Saver Fund-Growth Plan-Growth Option,103196
NIPPON INDIA ELSS TAX SAVER FUND - IDCW Option,103197
SBI Flexicap Fund - REGULAR PLAN -Growth Option,103215
SBI Flexicap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),103216
quant Liquid Fund - Growth Option - Regular Plan,103225
quant Liquid Fund-Daily IDCW Option - Regular Plan,103226
quant Liquid Fund - Weekly IDCW Option - Regular Plan,103227
quant Liquid Fund - Monthly IDCW Option - Regular Plan,103228
Kotak Large & Midcap Fund - IDCW-Regular,103233
Kotak Large & Midcap Fund - Growth-Regular,103234
Aditya Birla Sun Life Focused Fund -Regular - IDCW,103308
Aditya Birla Sun Life Focused Fund -Growth Option,103309
ICICI Prudential Exports & Services Fund - Growth,103312
ICICI Prudential Exports & Services Fund - IDCW,103313
Kotak ELSS Tax Saver Fund-Payout of Income Distribution cum capital withdrawal option,103338
Kotak ELSS Tax Saver Fund-Growth,103339
ICICI Prudential Liquid Fund - Growth,103340
ICICI Prudential Liquid Fund -Monthly IDCW,103341
ICICI Prudential Liquid Fund - Weekly IDCW,103342
ICICI Prudential Liquid Fund - Daily IDCW,103343
ICICI Prudential Liquid Fund - Institutional Option - I,103344
DSP Liquidity Fund - Regular Plan - Growth,103347
DSP Liquidity Fund - Regular Plan - IDCW - Weekly,103348
DSP Liquidity Fund- Regular Plan - IDCW - Daily,103349
Franklin India Small Cap Fund-Growth,103360
Franklin India Small Cap Fund - IDCW,103361
CANARA ROBECO INFRASTRUCTURE FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),103389
CANARA ROBECO INFRASTRUCTURE FUND - REGULAR PLAN - GROWTH OPTION,103390
SBI Multi Asset Allocation Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),103400
SBI Multi Asset Allocation Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),103401
SBI MULTI ASSET ALLOCATION FUND - REGULAR PLAN - GROWTH,103408
SBI Multi Asset Allocation Fund - Regular Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW),103409
Aditya Birla Sun Life Infrastructure Fund -  Regular - IDCW,103475
Aditya Birla Sun Life Infrastructure Fund-Growth,103476
Quantum Value Fund - Direct Plan Growth Option,103490
Quantum Value Fund - Direct Plan IDCW,103491
SBI Large Cap FUND-REGULAR PLAN GROWTH,103504
SBI Large Cap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),103616
ICICI Prudential Money Market Fund Option - Growth,103633
ICICI Prudential Money Market Fund Option - Daily IDCW,103634
ICICI Prudential Money Market Fund Option - Weekly IDCW,103635
ICICI Prudential Money Market Fund Option -Fortnightly IDCW,103636
ICICI Prudential Money Market Fund Option - Monthly IDCW,103637
Franklin India Dividend Yield Fund-Growth Plan,103678
Franklin India Dividend Yield Fund - IDCW,103679
Quantum Liquid Fund - Direct Plan Growth Option,103734
Quantum Liquid Fund - Direct Plan Monthly IDCW,103735
Quantum Liquid Fund - Direct Plan Daily IDCW,103736
Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),103743
JM Arbitrage Fund (Regular) - Growth Option,103780
JM Arbitrage Fund (Regular) - IDCW,103781
DSP Large & Mid Cap Fund - Regular Plan - Growth,103819
DSP Large & Mid Cap Fund - Regular Plan - IDCW,103820
SBI ELSS Tax Saver Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),103883
SBI Ultra Short Duration Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),103884
